,O*NET職業代碼,職業名稱,任務摘要,語意相似度,自動化風險分數
17359,47-2051,Cement Masons and Concrete Finishers,"Waterproof or restore concrete surfaces, using appropriate compounds.",-0.015,0.94
17360,47-2051,Cement Masons and Concrete Finishers,"Mix cement, sand, and water to produce concrete, grout, or slurry, using hoe, trowel, tamper, scraper, or concrete-mixing machine.",0.025,0.94
17361,47-2051,Cement Masons and Concrete Finishers,"Chip, scrape, and grind high spots, ridges, and rough projections to finish concrete, using pneumatic chisels, power grinders, or hand tools.",0.015,0.94
17362,47-2051,Cement Masons and Concrete Finishers,"Cut out damaged areas, drill holes for reinforcing rods, and position reinforcing rods to repair concrete, using power saw and drill.",0.1,0.94
17363,47-2051,Cement Masons and Concrete Finishers,"Wet concrete surface, and rub with stone to smooth surface and obtain specified finish.",-0.04,0.94
17364,47-2051,Cement Masons and Concrete Finishers,"Clean chipped area, using wire brush, and feel and observe surface to determine if it is rough or uneven.",-0.027,0.94
17365,47-2051,Cement Masons and Concrete Finishers,"Build wooden molds, and clamp molds around area to be repaired, using hand tools.",0.032,0.94
17366,47-2051,Cement Masons and Concrete Finishers,"Sprinkle colored marble or stone chips, powdered steel, or coloring powder over surface to produce prescribed finish.",-0.022,0.94
17367,47-2051,Cement Masons and Concrete Finishers,"Fabricate concrete beams, columns, and panels.",0.008,0.94
17368,47-2051,Cement Masons and Concrete Finishers,"Polish surface, using polishing or surfacing machine.",-0.101,0.94
17369,47-2051,Cement Masons and Concrete Finishers,"Cut metal division strips, and press them into terrazzo base so that top edges form desired design or pattern.",0.012,0.94
17370,47-2051,Cement Masons and Concrete Finishers,Push roller over surface to embed chips in surface.,-0.071,0.94
17371,47-2051,Cement Masons and Concrete Finishers,"Apply muriatic acid to clean surface, and rinse with water.",0.002,0.94
17372,47-2051,Cement Masons and Concrete Finishers,"Spread roofing paper on surface of foundation, and spread concrete onto roofing paper with trowel to form terrazzo base.",-0.046,0.94
17373,47-2053,Terrazzo Workers and Finishers,"Measure designated amounts of ingredients for terrazzo or grout, according to standard formulas and specifications, using graduated containers and scales, and load ingredients into portable mixer.",-0.005,0.88
17374,47-2053,Terrazzo Workers and Finishers,"Grind surfaces with a power grinder, or polish surfaces with polishing or surfacing machines.",-0.08,0.88
17375,47-2053,Terrazzo Workers and Finishers,Cut metal division strips and press them into the terrazzo base for joints or changes of color to form designs or patterns or to help prevent cracks.,0.034,0.88
17376,47-2053,Terrazzo Workers and Finishers,"Blend marble chip mixtures, place into panels, and push a roller over the surface to embed the chips.",-0.039,0.88
17377,47-2053,Terrazzo Workers and Finishers,"Modify mixing, grouting, grinding, or cleaning procedures, according to type of installation or material used.",0.023,0.88
17378,47-2053,Terrazzo Workers and Finishers,"Spread, level, or smooth concrete or terrazzo mixtures to form bases or finished surfaces, using rakes, shovels, hand or power trowels, hand or power screeds, or floats.",0.011,0.88
17379,47-2053,Terrazzo Workers and Finishers,"Grind curved surfaces or areas inaccessible to surfacing machine, such as stairways or cabinet tops, with portable hand grinder.",0.002,0.88
17380,47-2053,Terrazzo Workers and Finishers,"Wash polished terrazzo surface, using cleaner and water, and apply sealer and curing agent according to manufacturer's specifications, using brush or sprayer.",0.018,0.88
17381,47-2053,Terrazzo Workers and Finishers,Position and secure moisture membrane and wire mesh in preparation for pouring base materials for terrazzo installation.,0.055,0.88
17382,47-2053,Terrazzo Workers and Finishers,"Fill slight grinding depressions with matching grout material and hand-trowel for a smooth, uniform surface.",-0.046,0.88
17383,47-2053,Terrazzo Workers and Finishers,"Clean installation site, mixing and storage areas, tools, machines, and equipment, and store materials and equipment.",0.05,0.88
17384,47-2053,Terrazzo Workers and Finishers,"Sprinkle colored marble or stone chips, powdered steel, or coloring powder over surface to produce prescribed finish.",-0.022,0.88
17385,47-2053,Terrazzo Workers and Finishers,"Wet surface to prepare for bonding, fill holes and cracks with grout or slurry, and smooth with a trowel.",0.037,0.88
17386,47-2053,Terrazzo Workers and Finishers,"Mix cement, sand, and water to produce concrete, grout, or slurry, using hoe, trowel, tamper, scraper, or concrete-mixing machine.",0.025,0.88
17387,47-2053,Terrazzo Workers and Finishers,"Chip, scrape, or grind high spots, ridges, or rough projections to finish concrete, using pneumatic chisel, hand chisel, or other hand tools.",-0.006,0.88
17388,47-2053,Terrazzo Workers and Finishers,"Mold expansion joints and edges, using edging tools, jointers, or straightedges.",-0.029,0.88
17389,47-2053,Terrazzo Workers and Finishers,"Move terrazzo installation materials, tools, machines, or work devices to work areas, manually or using wheelbarrow.",0.004,0.88
17390,47-2053,Terrazzo Workers and Finishers,"Clean chipped area, using wire brush, and feel and observe surface to determine if it is rough or uneven.",-0.027,0.88
17391,47-2053,Terrazzo Workers and Finishers,"Repair concrete by cutting out damaged areas, drilling holes for reinforcing rods, and positioning reinforcing rods, using power saw and drill.",0.102,0.88
17392,47-2053,Terrazzo Workers and Finishers,Precast terrazzo blocks in wooden forms.,0.024,0.88
17393,47-2053,Terrazzo Workers and Finishers,Wet concrete surface and rub with stone to smooth surface and obtain specified finish.,-0.05,0.88
17394,47-2053,Terrazzo Workers and Finishers,"Build wooden molds, clamping molds around areas to be repaired, or setting up frames to the proper depth and alignment.",0.123,0.88
17395,47-2053,Terrazzo Workers and Finishers,Spread roofing paper on surface of foundation and spread concrete onto roofing paper with trowel to form terrazzo base.,-0.045,0.88
17396,47-2053,Terrazzo Workers and Finishers,"Produce rough concrete surface, using broom.",-0.086,0.88
17397,47-2053,Terrazzo Workers and Finishers,Remove frames when the foundation is dry.,-0.015,0.88
17398,47-2053,Terrazzo Workers and Finishers,Signal truck driver to position truck to facilitate pouring concrete and move chute to direct concrete on forms.,-0.024,0.88
17399,47-2061,Construction Laborers,"Tend pumps, compressors, or generators to provide power for tools, machinery, or equipment or to heat or move materials, such as asphalt.",-0.029,0.88
17400,47-2061,Construction Laborers,"Lubricate, clean, or repair machinery, equipment, or tools.",0.035,0.88
17401,47-2061,Construction Laborers,"Signal equipment operators to facilitate alignment, movement, or adjustment of machinery, equipment, or materials.",0.022,0.88
17402,47-2061,Construction Laborers,"Read plans, instructions, or specifications to determine work activities.",0.084,0.88
17403,47-2061,Construction Laborers,"Measure, mark, or record openings or distances to layout areas where construction work will be performed.",0.037,0.88
17404,47-2061,Construction Laborers,Clean or prepare construction sites to eliminate possible hazards.,-0.016,0.88
17405,47-2061,Construction Laborers,"Dig ditches or trenches, backfill excavations, or compact and level earth to grade specifications, using picks, shovels, pneumatic tampers, or rakes.",0.042,0.88
17406,47-2061,Construction Laborers,"Load, unload, or identify building materials, machinery, or tools, distributing them to the appropriate locations, according to project plans or specifications.",0.087,0.88
17407,47-2061,Construction Laborers,"Position, join, align, or seal structural components, such as concrete wall sections or pipes.",0.044,0.88
17408,47-2061,Construction Laborers,"Perform site activities required of green certified construction practices, such as implementing waste management procedures, identifying materials for reuse, or installing erosion or sedimentation control mechanisms.",0.077,0.88
17409,47-2061,Construction Laborers,"Control traffic passing near, in, or around work zones.",0.05,0.88
17410,47-2061,Construction Laborers,"Install sewer, water, or storm drain pipes, using pipe-laying machinery or laser guidance equipment.",0.002,0.88
17411,47-2061,Construction Laborers,Operate or maintain air monitoring or other sampling devices in confined or hazardous environments.,0.046,0.88
17412,47-2061,Construction Laborers,"Smooth or finish freshly poured cement or concrete, using floats, trowels, screeds, or powered cement finishing tools.",0.019,0.88
17413,47-2061,Construction Laborers,"Erect or dismantle scaffolding, shoring, braces, traffic barricades, ramps, or other temporary structures.",0.088,0.88
17414,47-2061,Construction Laborers,"Provide assistance to craft workers, such as carpenters, plasterers, or masons.",0.036,0.88
17415,47-2061,Construction Laborers,"Spray materials, such as water, sand, steam, vinyl, paint, or stucco, through hoses to clean, coat, or seal surfaces.",0.037,0.88
17416,47-2061,Construction Laborers,Raze buildings or salvage useful materials.,-0.028,0.88
17417,47-2061,Construction Laborers,"Mop, brush, or spread paints, cleaning solutions, or other compounds over surfaces to clean them or to provide protection.",0.119,0.88
17418,47-2061,Construction Laborers,"Position or dismantle forms for pouring concrete, using saws, hammers, nails, or bolts.",0.002,0.88
17419,47-2061,Construction Laborers,"Grind, scrape, sand, or polish surfaces, such as concrete, marble, terrazzo, or wood flooring, using abrasive tools or machines.",-0.004,0.88
17420,47-2061,Construction Laborers,"Place, consolidate, or protect case-in-place concrete or masonry structures.",0.019,0.88
17421,47-2061,Construction Laborers,Mix ingredients to create compounds for covering or cleaning surfaces.,-0.076,0.88
17422,47-2061,Construction Laborers,"Mix, pour, or spread concrete, using portable cement mixers.",-0.104,0.88
17423,47-2061,Construction Laborers,Operate jackhammers or drills to break up concrete or pavement.,0.006,0.88
17424,47-2061,Construction Laborers,Apply caulking compounds by hand or caulking guns to protect against entry of water or air.,-0.026,0.88
17425,47-2061,Construction Laborers,"Tend machines that pump concrete, grout, cement, sand, plaster, or stucco through spray guns for application to ceilings or walls.",0.024,0.88
17426,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Start machine, engage clutch, and push and move levers to guide machine along forms or guidelines and to control the operation of machine attachments.",0.073,0.83
17427,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Fill tanks, hoppers, or machines with paving materials.",0.01,0.83
17428,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Control paving machines to push dump trucks and to maintain a constant flow of asphalt or other material into hoppers or screeds.,0.11,0.83
17429,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Observe distribution of paving material to adjust machine settings or material flow, and indicate low spots for workers to add material.",-0.003,0.83
17430,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Coordinate truck dumping.,0.021,0.83
17431,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Drive machines onto truck trailers, and drive trucks to transport machines and material to and from job sites.",-0.015,0.83
17432,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Inspect, clean, maintain, and repair equipment, using mechanics' hand tools, or report malfunctions to supervisors.",0.196,0.83
17433,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Set up and tear down equipment.,-0.049,0.83
17434,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Operate machines to spread, smooth, level, or steel-reinforce stone, concrete, or asphalt on road beds.",0.025,0.83
17435,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Light burners or start heating units of machines, and regulate screed temperatures and asphalt flow rates.",0.015,0.83
17436,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Control traffic.,0.057,0.83
17437,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Shovel blacktop.,0.073,0.83
17438,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Operate tamping machines or manually roll surfaces to compact earth fills, foundation forms, and finished road materials, according to grade specifications.",0.002,0.83
17439,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Operate oil distributors, loaders, chip spreaders, dump trucks, and snow plows.",0.066,0.83
17440,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Place strips of material, such as cork, asphalt, or steel into joints, or place rolls of expansion-joint material on machines that automatically insert material.",-0.008,0.83
17441,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Drive and operate curbing machines to extrude concrete or asphalt curbing.,-0.036,0.83
17442,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Operate machines that clean or cut expansion joints in concrete or asphalt and that rout out cracks in pavement.,-0.002,0.83
17443,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Cut or break up pavement and drive guardrail posts, using machines equipped with interchangeable hammers.",-0.036,0.83
17444,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Install dies, cutters, and extensions to screeds onto machines, using hand tools.",-0.037,0.83
17445,47-2071,"Paving, Surfacing, and Tamping Equipment Operators","Set up forms and lay out guidelines for curbs, according to written specifications, using string, spray paint, and concrete or water mixes.",0.026,0.83
17446,47-2072,Pile Driver Operators,"Move hand and foot levers of hoisting equipment to position piling leads, hoist piling into leads, and position hammers over pilings.",-0.029,0.82
17447,47-2072,Pile Driver Operators,"Move levers and turn valves to activate power hammers, or to raise and lower drophammers that drive piles to required depths.",-0.045,0.82
17448,47-2072,Pile Driver Operators,"Drive pilings to provide support for buildings or other structures, using heavy equipment with a pile driver head.",-0.05,0.82
17449,47-2072,Pile Driver Operators,Conduct pre-operational checks on equipment to ensure proper functioning.,0.226,0.82
17450,47-2072,Pile Driver Operators,"Clean, lubricate, and refill equipment.",0.02,0.82
17451,47-2073,Operating Engineers and Other Construction Equipment Operators,Learn and follow safety regulations.,0.132,0.95
17452,47-2073,Operating Engineers and Other Construction Equipment Operators,"Take actions to avoid potential hazards or obstructions, such as utility lines, other equipment, other workers, or falling objects.",0.06,0.95
17453,47-2073,Operating Engineers and Other Construction Equipment Operators,"Start engines, move throttles, switches, or levers, or depress pedals to operate machines, such as bulldozers, trench excavators, road graders, or backhoes.",0.064,0.95
17454,47-2073,Operating Engineers and Other Construction Equipment Operators,"Coordinate machine actions with other activities, positioning or moving loads in response to hand or audio signals from crew members.",0.01,0.95
17455,47-2073,Operating Engineers and Other Construction Equipment Operators,"Align machines, cutterheads, or depth gauge makers with reference stakes and guidelines or ground or position equipment, following hand signals of other workers.",0.0,0.95
17456,47-2073,Operating Engineers and Other Construction Equipment Operators,"Locate underground services, such as pipes or wires, prior to beginning work.",0.032,0.95
17457,47-2073,Operating Engineers and Other Construction Equipment Operators,Signal operators to guide movement of tractor-drawn machines.,-0.051,0.95
17458,47-2073,Operating Engineers and Other Construction Equipment Operators,"Repair and maintain equipment, making emergency adjustments or assisting with major repairs as necessary.",0.143,0.95
17459,47-2073,Operating Engineers and Other Construction Equipment Operators,"Load and move dirt, rocks, equipment, or other materials, using trucks, crawler tractors, power cranes, shovels, graders, or related equipment.",0.004,0.95
17460,47-2073,Operating Engineers and Other Construction Equipment Operators,"Drive and maneuver equipment equipped with blades in successive passes over working areas to remove topsoil, vegetation, or rocks or to distribute and level earth or terrain.",0.04,0.95
17461,47-2073,Operating Engineers and Other Construction Equipment Operators,"Operate tractors or bulldozers to perform such tasks as clearing land, mixing sludge, trimming backfills, or building roadways or parking lots.",0.089,0.95
17462,47-2073,Operating Engineers and Other Construction Equipment Operators,Monitor operations to ensure that health and safety standards are met.,0.244,0.95
17463,47-2073,Operating Engineers and Other Construction Equipment Operators,"Connect hydraulic hoses, belts, mechanical linkages, or power takeoff shafts to tractors.",0.009,0.95
17464,47-2073,Operating Engineers and Other Construction Equipment Operators,"Select and fasten bulldozer blades or other attachments to tractors, using hitches.",-0.056,0.95
17465,47-2073,Operating Engineers and Other Construction Equipment Operators,"Operate loaders to pull out stumps, rip asphalt or concrete, rough-grade properties, bury refuse, or perform general cleanup.",0.071,0.95
17466,47-2073,Operating Engineers and Other Construction Equipment Operators,"Operate equipment to demolish or remove debris or to remove snow from streets, roads, or parking lots.",0.033,0.95
17467,47-2073,Operating Engineers and Other Construction Equipment Operators,Keep records of material or equipment usage or problems encountered.,0.076,0.95
17468,47-2073,Operating Engineers and Other Construction Equipment Operators,"Adjust handwheels and depress pedals to control attachments, such as blades, buckets, scrapers, or swing booms.",0.096,0.95
17469,47-2073,Operating Engineers and Other Construction Equipment Operators,Check fuel supplies at sites to ensure adequate availability.,0.086,0.95
17470,47-2073,Operating Engineers and Other Construction Equipment Operators,"Talk to clients and study instructions, plans, or diagrams to establish work requirements.",0.111,0.95
17471,47-2073,Operating Engineers and Other Construction Equipment Operators,Drive tractor-trailer trucks to move equipment from site to site.,-0.124,0.95
17472,47-2073,Operating Engineers and Other Construction Equipment Operators,Push other equipment when extra traction or assistance is required.,-0.114,0.95
17473,47-2073,Operating Engineers and Other Construction Equipment Operators,"Operate road watering, oiling, or rolling equipment, or street sealing equipment, such as chip spreaders.",0.035,0.95
17474,47-2073,Operating Engineers and Other Construction Equipment Operators,"Operate compactors, scrapers, or rollers to level, compact, or cover refuse at disposal grounds.",0.017,0.95
17475,47-2073,Operating Engineers and Other Construction Equipment Operators,Test atmosphere for adequate oxygen or explosive conditions when working in confined spaces.,0.024,0.95
17476,47-2073,Operating Engineers and Other Construction Equipment Operators,Turn valves to control air or water output of compressors or pumps.,-0.0,0.95
17477,47-2081,Drywall and Ceiling Tile Installers,"Read blueprints or other specifications to determine methods of installation, work procedures, or material or tool requirements.",0.068,0.79
17478,47-2081,Drywall and Ceiling Tile Installers,"Measure and mark surfaces to lay out work, according to blueprints or drawings, using tape measures, straightedges or squares, and marking devices.",0.074,0.79
17479,47-2081,Drywall and Ceiling Tile Installers,"Fit and fasten wallboard or drywall into position on wood or metal frameworks, using glue, nails, or screws.",0.056,0.79
17480,47-2081,Drywall and Ceiling Tile Installers,"Measure and cut openings in panels or tiles for electrical outlets, windows, vents, plumbing, or other fixtures, using keyhole saws or other cutting tools.",-0.007,0.79
17481,47-2081,Drywall and Ceiling Tile Installers,"Assemble or install metal framing or decorative trim for windows, doorways, or vents.",0.004,0.79
17482,47-2081,Drywall and Ceiling Tile Installers,"Cut metal or wood framing and trim to size, using cutting tools.",-0.047,0.79
17483,47-2081,Drywall and Ceiling Tile Installers,"Inspect furrings, mechanical mountings, or masonry surfaces for plumbness and level, using spirit or water levels.",0.029,0.79
17484,47-2081,Drywall and Ceiling Tile Installers,"Cut fixture or border tiles to size, using keyhole saws, and insert them into surrounding frameworks.",-0.073,0.79
17485,47-2081,Drywall and Ceiling Tile Installers,"Cut and screw together metal channels to make floor or ceiling frames, according to plans for the location of rooms or hallways.",-0.0,0.79
17486,47-2081,Drywall and Ceiling Tile Installers,"Hang drywall panels on metal frameworks of walls and ceilings in offices, schools, or other large buildings, using lifts or hoists to adjust panel heights, when necessary.",0.026,0.79
17487,47-2081,Drywall and Ceiling Tile Installers,"Trim rough edges from wallboard to maintain even joints, using knives.",-0.003,0.79
17488,47-2081,Drywall and Ceiling Tile Installers,"Suspend angle iron grids or channel irons from ceilings, using wire.",-0.074,0.79
17489,47-2081,Drywall and Ceiling Tile Installers,Coordinate work with drywall finishers who cover the seams between drywall panels.,-0.0,0.79
17490,47-2081,Drywall and Ceiling Tile Installers,Install horizontal and vertical metal or wooden studs to frames so that wallboard can be attached to interior walls.,0.0,0.79
17491,47-2081,Drywall and Ceiling Tile Installers,Scribe and cut edges of tile to fit walls where wall molding is not specified.,-0.011,0.79
17492,47-2081,Drywall and Ceiling Tile Installers,Hang dry lines to wall moldings to guide positioning of main runners.,-0.041,0.79
17493,47-2081,Drywall and Ceiling Tile Installers,"Fasten metal or rockboard lath to the structural framework of walls, ceilings, or partitions of buildings, using nails, screws, staples, or wire-ties.",0.048,0.79
17494,47-2081,Drywall and Ceiling Tile Installers,Install blanket insulation between studs and tack plastic moisture barriers over insulation.,0.021,0.79
17495,47-2081,Drywall and Ceiling Tile Installers,Seal joints between ceiling tiles and walls.,-0.031,0.79
17496,47-2081,Drywall and Ceiling Tile Installers,"Remove existing plaster, drywall, or paneling, using crowbars and hammers.",0.006,0.79
17497,47-2081,Drywall and Ceiling Tile Installers,"Apply or mount acoustical tile or blocks, strips, or sheets of shock-absorbing materials to ceilings or walls of buildings to reduce reflection of sound or to decorate rooms.",-0.003,0.79
17498,47-2081,Drywall and Ceiling Tile Installers,"Mount tile, using adhesives, or by nailing, screwing, stapling, or wire-tying lath directly to structural frameworks.",0.048,0.79
17499,47-2081,Drywall and Ceiling Tile Installers,Nail channels or wood furring strips to surfaces to provide mounting for tile.,-0.055,0.79
17500,47-2081,Drywall and Ceiling Tile Installers,"Install metal lath where plaster applications will be exposed to weather or water, or for curved or irregular surfaces.",0.015,0.79
17501,47-2081,Drywall and Ceiling Tile Installers,"Apply cement to backs of tiles and press tiles into place, aligning them with layout marks or joints of previously laid tile.",-0.041,0.79
17502,47-2081,Drywall and Ceiling Tile Installers,"Wash concrete surfaces before mounting tile to increase adhesive qualities of surfaces, using washing soda and zinc sulfate solution.",0.003,0.79
17503,47-2082,Tapers,"Spread sealing compound between boards or panels or over cracks, holes, nail heads, or screw heads, using trowels, broadknives, or spatulas.",0.039,0.62
17504,47-2082,Tapers,Press paper tape over joints to embed tape into sealing compound and to seal joints.,-0.049,0.62
17505,47-2082,Tapers,Apply additional coats to fill in holes and make surfaces smooth.,-0.06,0.62
17506,47-2082,Tapers,Seal joints between plasterboard or other wallboard to prepare wall surfaces for painting or papering.,-0.05,0.62
17507,47-2082,Tapers,"Spread and smooth cementing material over tape, using trowels or floating machines to blend joints with wall surfaces.",-0.038,0.62
17508,47-2082,Tapers,Sand or patch nicks or cracks in plasterboard or wallboard.,0.046,0.62
17509,47-2082,Tapers,Mix sealing compounds by hand or with portable electric mixers.,-0.129,0.62
17510,47-2082,Tapers,"Work on high ceilings, using scaffolding or other tools, such as stilts.",-0.025,0.62
17511,47-2082,Tapers,Select the correct sealing compound or tape.,0.036,0.62
17512,47-2082,Tapers,"Countersink nails or screws below surfaces of walls before applying sealing compounds, using hammers or screwdrivers.",-0.031,0.62
17513,47-2082,Tapers,Remove extra compound after surfaces have been covered sufficiently.,-0.086,0.62
17514,47-2082,Tapers,Install metal molding at wall corners to secure wallboard.,0.042,0.62
17515,47-2082,Tapers,"Apply texturizing compounds or primers to walls or ceilings before final finishing, using trowels, brushes, rollers, or spray guns.",-0.026,0.62
17516,47-2082,Tapers,Check adhesives to ensure that they will work and will remain durable.,0.208,0.62
17517,47-2082,Tapers,Sand rough spots of dried cement between applications of compounds.,-0.092,0.62
17518,47-2082,Tapers,Use mechanical applicators that spread compounds and embed tape in one operation.,-0.098,0.62
17519,47-2111,Electricians,Prepare sketches or follow blueprints to determine the location of wiring or equipment and to ensure conformance to building and safety codes.,0.156,0.15
17520,47-2111,Electricians,"Place conduit, pipes, or tubing, inside designated partitions, walls, or other concealed areas, and pull insulated wires or cables through the conduit to complete circuits between boxes.",0.067,0.15
17521,47-2111,Electricians,"Work from ladders, scaffolds, or roofs to install, maintain, or repair electrical wiring, equipment, or fixtures.",0.143,0.15
17522,47-2111,Electricians,"Use a variety of tools or equipment, such as power construction equipment, measuring devices, power tools, and testing equipment, such as oscilloscopes, ammeters, or test lamps.",0.008,0.15
17523,47-2111,Electricians,"Assemble, install, test, or maintain electrical or electronic wiring, equipment, appliances, apparatus, or fixtures, using hand tools or power tools.",0.025,0.15
17524,47-2111,Electricians,"Connect wires to circuit breakers, transformers, or other components.",-0.067,0.15
17525,47-2111,Electricians,Maintain current electrician's license or identification card to meet governmental regulations.,-0.031,0.15
17526,47-2111,Electricians,"Plan layout and installation of electrical wiring, equipment, or fixtures, based on job specifications and local codes.",0.079,0.15
17527,47-2111,Electricians,"Direct or train workers to install, maintain, or repair electrical wiring, equipment, or fixtures.",0.156,0.15
17528,47-2111,Electricians,"Test electrical systems or continuity of circuits in electrical wiring, equipment, or fixtures, using testing devices, such as ohmmeters, voltmeters, or oscilloscopes, to ensure compatibility and safety of system.",0.228,0.15
17529,47-2111,Electricians,"Diagnose malfunctioning systems, apparatus, or components, using test equipment and hand tools to locate the cause of a breakdown and correct the problem.",0.157,0.15
17530,47-2111,Electricians,"Inspect electrical systems, equipment, or components to identify hazards, defects, or the need for adjustment or repair, and to ensure compliance with codes.",0.209,0.15
17531,47-2111,Electricians,"Install ground leads and connect power cables to equipment, such as motors.",-0.071,0.15
17532,47-2111,Electricians,Advise management on whether continued operation of equipment could be hazardous.,0.037,0.15
17533,47-2111,Electricians,"Repair or replace wiring, equipment, or fixtures, using hand tools or power tools.",-0.004,0.15
17534,47-2111,Electricians,"Construct or fabricate parts, using hand tools, according to specifications.",-0.07,0.15
17535,47-2111,Electricians,Provide preliminary sketches or cost estimates for materials or services.,-0.028,0.15
17536,47-2111,Electricians,"Perform business management duties, such as maintaining records or files, preparing reports, or ordering supplies or equipment.",0.16,0.15
17537,47-2111,Electricians,Fasten small metal or plastic boxes to walls to house electrical switches or outlets.,-0.012,0.15
17538,47-2111,Electricians,"Perform physically demanding tasks, such as digging trenches to lay conduit or moving or lifting heavy objects.",0.02,0.15
17539,47-2111,Electricians,"Provide assistance during emergencies by operating floodlights or generators, placing flares, or driving needed vehicles.",0.026,0.15
17540,47-2121,Glaziers,"Read and interpret blueprints or specifications to determine size, shape, color, type, or thickness of glass, location of framing, installation procedures, or staging or scaffolding materials required.",0.064,0.73
17541,47-2121,Glaziers,"Determine plumb of walls or ceilings, using plumb lines and levels.",-0.03,0.73
17542,47-2121,Glaziers,"Install pre-assembled metal or wood frameworks for windows or doors to be fitted with glass panels, using hand tools.",-0.039,0.73
17543,47-2121,Glaziers,"Fabricate or install metal sashes or moldings for glass installation, using aluminum or steel framing.",-0.013,0.73
17544,47-2121,Glaziers,"Operate cranes or hoists with suction cups to lift large, heavy pieces of glass.",-0.025,0.73
17545,47-2121,Glaziers,"Set glass doors into frames and bolt metal hinges, handles, locks, or other hardware to attach doors to frames and walls.",0.028,0.73
17546,47-2121,Glaziers,"Cut, fit, install, repair, or replace glass or glass substitutes, such as plastic or aluminum, in building interiors or exteriors or in furniture or other products.",0.076,0.73
17547,47-2121,Glaziers,"Drive trucks to installation sites and unload mirrors, glass equipment, or tools.",-0.052,0.73
17548,47-2121,Glaziers,"Load and arrange glass or mirrors onto delivery trucks, using suction cups or cranes to lift glass.",-0.047,0.73
17549,47-2121,Glaziers,Measure mirrors and dimensions of areas to be covered to determine work procedures.,0.026,0.73
17550,47-2121,Glaziers,"Cut and attach mounting strips, metal or wood moldings, rubber gaskets, or metal clips to surfaces in preparation for mirror installation.",0.033,0.73
17551,47-2121,Glaziers,Pack spaces between moldings and glass with glazing compounds and trim excess material with glazing knives.,-0.072,0.73
17552,47-2121,Glaziers,"Assemble, erect, or dismantle scaffolds, rigging, or hoisting equipment.",-0.005,0.73
17553,47-2121,Glaziers,Cut and remove broken glass prior to installing replacement glass.,-0.022,0.73
17554,47-2121,Glaziers,"Secure mirrors in position, using mastic cement, putty, bolts, or screws.",0.078,0.73
17555,47-2121,Glaziers,Measure and mark outlines or patterns on glass to indicate cutting lines.,-0.04,0.73
17556,47-2121,Glaziers,"Grind or polish glass, smoothing edges when necessary.",-0.042,0.73
17557,47-2121,Glaziers,"Fasten glass panes into wood sashes or frames with clips, points, or moldings, adding weather seals or putty around pane edges to seal joints.",0.047,0.73
17558,47-2121,Glaziers,"Score glass with cutters' wheels, breaking off excess glass by hand or with notched tools.",-0.057,0.73
17559,47-2121,Glaziers,"Cut, assemble, fit, or attach metal-framed glass enclosures for showers, bathtubs, display cases, skylights, solariums, or other structures.",0.064,0.73
17560,47-2121,Glaziers,Prepare glass for cutting by resting it on rack edges or against cutting tables and brushing thin layer of oil along cutting lines or dipping cutting tools in oil.,0.027,0.73
17561,47-2121,Glaziers,Move furniture to clear work sites and cover floors or furnishings with drop cloths.,-0.003,0.73
17562,47-2121,Glaziers,Confer with customers to determine project requirements or to provide cost estimates.,0.005,0.73
17563,47-2121,Glaziers,Select the type or color of glass or mirror according to specifications.,-0.046,0.73
17564,47-2121,Glaziers,"Measure, cut, fit, and press anti-glare adhesive film to glass or spray glass with tinting solution to prevent light glare.",0.067,0.73
17565,47-2121,Glaziers,Assemble and cement sections of stained glass together.,-0.054,0.73
17566,47-2121,Glaziers,"Create patterns on glass by etching, sandblasting, or painting designs.",0.017,0.73
17567,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Measure and cut insulation for covering surfaces, using tape measures, handsaws, power saws, knives, or scissors.",0.0,0.83
17568,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Fit, wrap, staple, or glue insulating materials to structures or surfaces, using hand tools or wires.",0.004,0.83
17569,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Cover and line structures with blown or rolled forms of materials to insulate against cold, heat, or moisture, using saws, knives, rasps, trowels, blowers, or other tools and implements.",0.056,0.83
